row_id,true_label,conflict_uid,prompt_style,model_name,raw_response_text,normalized_label,response_id,is_correct
2,HAY_DIALOGO,CF-0000041,zero_shot_simple,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0d54b1458476076d0069b0d53cc55c8195b26273a4bc6610b5,true
2,HAY_DIALOGO,CF-0000041,zero_shot_rubric,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0349693acf45d4d50069b0d54044408194b976ed2db6bad3c9,true
2,HAY_DIALOGO,CF-0000041,few_shot,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0d40f32489c301cb0069b0d545b54c819390377c94fe6f55af,true
2,HAY_DIALOGO,CF-0000041,structured_json,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.87,""rationale"":""Las comunidades solicitaron una mesa de diálogo al PCM y sgsd-pcm/PCM convocó a autoridades a una reunión presencial (4 sept), indicando inicio de diálogo/convocatoria entre partes.""}",HAY_DIALOGO,resp_0b87f45be63d2b590069b0d54b4d1481959371255e9c55853f,true
2,HAY_DIALOGO,CF-0000041,structured_few_shot_rubric,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.93,""rationale"":""Se solicitó explícitamente una mesa de diálogo y la SGSD-PCM invitó a una reunión presencial (4 de septiembre), lo que evidencia inicio de diálogo.""}",HAY_DIALOGO,resp_0abe332a3e1bba0f0069b0d5524c0c8197979382f6cde021b6,true
3,HAY_DIALOGO,CF-0000113,zero_shot_simple,gpt-5-mini,NO_DIALOGO,NO_DIALOGO,resp_0985e84a1fd4f4b20069b0d5560bb48196b6b4e9ad95503acb,false
3,HAY_DIALOGO,CF-0000113,zero_shot_rubric,gpt-5-mini,NO_DIALOGO,NO_DIALOGO,resp_007ba71086249bba0069b0d55a50ec8197a4ff4b835cd19b3c,false
3,HAY_DIALOGO,CF-0000113,few_shot,gpt-5-mini,NO_DIALOGO,NO_DIALOGO,resp_017cbc531afb96940069b0d55d23ec8190b532cfcc7156a4db,false
3,HAY_DIALOGO,CF-0000113,structured_json,gpt-5-mini,"{""label"":""NO_DIALOGO"",""confidence"":0.85,""rationale"":""No hay mención de reuniones o comunicaciones entre las partes; solo acciones de fiscalización e instalación de estaciones de monitoreo.""}",NO_DIALOGO,resp_0b78fdb93ec880720069b0d560cbdc8196add156f5f4d4c56f,false
3,HAY_DIALOGO,CF-0000113,structured_few_shot_rubric,gpt-5-mini,"{""label"":""NO_DIALOGO"",""confidence"":0.9,""rationale"":""No hay evidencia de reunión, mesa de diálogo, negociación o acuerdos; solo acciones de fiscalización e instalación de estaciones de monitoreo ambiental.""}",NO_DIALOGO,resp_0b2f5f13f4f0c86b0069b0d567e03481978792a03be2dbbae6,false
4,HAY_DIALOGO,CF-0000061,zero_shot_simple,gpt-5-mini,NO_DIALOGO,NO_DIALOGO,resp_0e6ace8c5cf84d530069b0d56eb81081908814ba344f6d534f,false
4,HAY_DIALOGO,CF-0000061,zero_shot_rubric,gpt-5-mini,NO_DIALOGO,NO_DIALOGO,resp_0df890292a073a830069b0d571d9948197b2ec91fd858af69c,false
4,HAY_DIALOGO,CF-0000061,few_shot,gpt-5-mini,NO_DIALOGO,NO_DIALOGO,resp_03ba26607ade5fe60069b0d573c8b08197b6f56fad10bbcf61,false
4,HAY_DIALOGO,CF-0000061,structured_json,gpt-5-mini,"{""label"":""NO_DIALOGO"",""confidence"":0.82,""rationale"":""Se reporta una señalización de preocupación y desinformación por la comunidad, pero no hay indicios de diálogo, negociación o comunicación bilateral con la empresa.""}",NO_DIALOGO,resp_080ef603daebc0cc0069b0d5777844819499ebcff039fed65f,false
4,HAY_DIALOGO,CF-0000061,structured_few_shot_rubric,gpt-5-mini,"{""label"":""NO_DIALOGO"",""confidence"":0.85,""rationale"":""Se informa preocupación y difusión de información errónea por terceros; no hay mención de reuniones, mesa de diálogo, negociaciones o acuerdos.""}",NO_DIALOGO,resp_084ce20882386d9b0069b0d57cc59081959daa08dcbf351eed,false
5,HAY_DIALOGO,CF-0000008,zero_shot_simple,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_09d1d5b3f07a8f010069b0d581490081948a301f1541b6a4e6,true
5,HAY_DIALOGO,CF-0000008,zero_shot_rubric,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_01f6ed1a0a07ff4c0069b0d58454688190837793325786239a,true
5,HAY_DIALOGO,CF-0000008,few_shot,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0c89cfba824d71530069b0d5865b4c81978e332bdb1a933c36,true
5,HAY_DIALOGO,CF-0000008,structured_json,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.95,""rationale"":""Se realizaron reuniones multipartes lideradas por la PCM donde se llegaron a acuerdos y se pactaron seguimientos entre las partes.""}",HAY_DIALOGO,resp_07f46162a4f96f020069b0d58ac750819484684ada3e8eea64,true
5,HAY_DIALOGO,CF-0000008,structured_few_shot_rubric,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.95,""rationale"":""Se registran reuniones lideradas por PCM, acuerdos y seguimiento (fechas de reuniones y compromisos), lo que evidencia un proceso de diálogo activo.""}",HAY_DIALOGO,resp_0424450233fac0050069b0d58f61988196a44e7452a2ba7bd7,true
6,HAY_DIALOGO,CF-0000219,zero_shot_simple,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_063c01bd8f7ca4fe0069b0d592fb4c8190acd025709bc5c74e,true
6,HAY_DIALOGO,CF-0000219,zero_shot_rubric,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0f2d5d8b932889950069b0d5974624819382fd7cf0a4825f67,true
6,HAY_DIALOGO,CF-0000219,few_shot,gpt-5-mini,NO_DIALOGO,NO_DIALOGO,resp_0aae04f01ebcf95f0069b0d59a35608193b3b351c7af4f8f68,false
6,HAY_DIALOGO,CF-0000219,structured_json,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.9,""rationale"":""Se menciona una mesa de diálogo (02-abr-2022), exigencia de cumplimiento de acuerdos y solicitud de reunión presencial para renovar compromisos, lo que evidencia interacción dialogada entre las partes.""}",HAY_DIALOGO,resp_04c5f0bf398508ac0069b0d5acc6588194b939ca42b2479747,true
6,HAY_DIALOGO,CF-0000219,structured_few_shot_rubric,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.90,""rationale"":""Se menciona explícitamente una 'mesa diálogo' (02/04/2022), se exige cumplimiento de acuerdos derivados de esa mesa y se solicita gestionar una reunión presencial para renovar compromisos, evidenciando diálogo activo/histórico.""}",HAY_DIALOGO,resp_068e2b84dbad43760069b0d5b1b23c8195a14d3ccbe9d08a53,true
7,HAY_DIALOGO,CF-0000219,zero_shot_simple,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0b0aae72855582460069b0d5b857e4819483a2e9df53e408a3,true
7,HAY_DIALOGO,CF-0000219,zero_shot_rubric,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_00f57f3ca48cc1a40069b0d5bb2c588196877603fda8fe52bd,true
7,HAY_DIALOGO,CF-0000219,few_shot,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_021e71c58bd5bf420069b0d5bd96a881969c502b579ffa298b,true
7,HAY_DIALOGO,CF-0000219,structured_json,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.88,""rationale"":""Se registra comunicación escrita y convocatoria a reunión (04/12) para abordar avances, lo que indica apertura a diálogo entre las partes.""}",HAY_DIALOGO,resp_046207426572f3af0069b0d5c389008196873b4cd68b2c3cd4,true
7,HAY_DIALOGO,CF-0000219,structured_few_shot_rubric,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.9,""rationale"":""Se solicitó una reunión urgente y se convocó un encuentro para el 04 de diciembre en Provías zonal, evidencia explícita de un proceso de diálogo.""}",HAY_DIALOGO,resp_09913586dc0be3060069b0d5c9810481968a07aee507147b06,true
8,HAY_DIALOGO,CF-0000012,zero_shot_simple,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_03000dc01daa055f0069b0d5ce0534819799bc4e76befe985c,true
8,HAY_DIALOGO,CF-0000012,zero_shot_rubric,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0d325ee9ef990e8e0069b0d5d0a8dc8194a00c47c6798516e0,true
8,HAY_DIALOGO,CF-0000012,few_shot,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0ad4879dfe02b7200069b0d5d2f444819796929d9ccd068172,true
8,HAY_DIALOGO,CF-0000012,structured_json,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.92,""rationale"":""Se realizaron reuniones multilaterales con autoridades, empresa y comunidad; acordaron envío de requerimientos y verificaron el reinicio de la obra, lo que evidencia diálogo.""}",HAY_DIALOGO,resp_0ac4e2e0e324006b0069b0d5d601bc8190a75e064dee869fad,true
8,HAY_DIALOGO,CF-0000012,structured_few_shot_rubric,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.95,""rationale"":""Se registraron reuniones convocadas con participación de defensoría, municipalidad, empresas, comunidad y acuerdos sobre reinicio de la obra y envío de requerimientos, evidenciando diálogo.""}",HAY_DIALOGO,resp_0fe769c852e4078f0069b0d5dc99ec81939a7ceac79796d2f8,true
9,HAY_DIALOGO,CF-0000258,zero_shot_simple,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_041a37520ce91eda0069b0d5e156e481939e1452b8a1ffe2e2,true
9,HAY_DIALOGO,CF-0000258,zero_shot_rubric,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0ac3d959d2c1a8fb0069b0d5e3d97c8197b236f4fb7957a900,true
9,HAY_DIALOGO,CF-0000258,few_shot,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0980d69b8382ef820069b0d5e5abec8196ad182f0bcc7ef788,true
9,HAY_DIALOGO,CF-0000258,structured_json,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.93,""rationale"":""Se describen múltiples reuniones de diálogo y acuerdos entre la comunidad, la municipalidad y la Defensoría, con seguimiento de compromisos.""}",HAY_DIALOGO,resp_0976384697efc9c20069b0d5e7f6e48195b2c4e108731a647b,true
9,HAY_DIALOGO,CF-0000258,structured_few_shot_rubric,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.95,""rationale"":""Se documentan varias reuniones de diálogo y acuerdos entre la comunidad, municipalidad, OEFA y la Defensoría del Pueblo.""}",HAY_DIALOGO,resp_0105e4043e0862f30069b0d5eb39f88197a42175c8ae426085,true
10,HAY_DIALOGO,CF-0000384,zero_shot_simple,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_098e36d5c066d3b50069b0d5efc1648195983ce4346b75cbfb,true
10,HAY_DIALOGO,CF-0000384,zero_shot_rubric,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_025c5bc56293774e0069b0d5f1c240819694e2782c156ba22c,true
10,HAY_DIALOGO,CF-0000384,few_shot,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0fcd7470c78646360069b0d5f489508196b695ee34da09749c,true
10,HAY_DIALOGO,CF-0000384,structured_json,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.92,""rationale"":""Se registran mesas de trabajo y sesiones con autoridades, entidades y representantes de la población afectada donde intercambian información y solicitan datos, evidenciando diálogo.""}",HAY_DIALOGO,resp_0b5f96a0311225950069b0d5fac5708194bd16835913bfae65,true
10,HAY_DIALOGO,CF-0000384,structured_few_shot_rubric,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.95,""rationale"":""Se registran mesas de trabajo y sesiones extraordinarias con participación de autoridades, Defensoría y representantes de la población afectada, indicando un proceso de diálogo activo.""}",HAY_DIALOGO,resp_06c2b208fa50fdde0069b0d6019b208193b6e4bda97f8a84cd,true
11,HAY_DIALOGO,CF-0000282,zero_shot_simple,gpt-5-mini,NO_DIALOGO,NO_DIALOGO,resp_05da747a94d819ca0069b0d60631f481909884c71c949dd587,false
11,HAY_DIALOGO,CF-0000282,zero_shot_rubric,gpt-5-mini,NO_DIALOGO,NO_DIALOGO,resp_0ff13c4c92e4ecca0069b0d60bd5b48197b2d3ec3f49e88fc7,false
11,HAY_DIALOGO,CF-0000282,few_shot,gpt-5-mini,NO_DIALOGO,NO_DIALOGO,resp_0f2180b1fc0e40dc0069b0d610fe308196942a000bc95e72fe,false
11,HAY_DIALOGO,CF-0000282,structured_json,gpt-5-mini,"{""label"":""NO_DIALOGO"",""confidence"":0.8,""rationale"":""Los padres han solicitado apoyo a la dirección regional y esperan respuesta, pero no hay registro de respuesta ni intercambio bilateral, por lo que no se evidencia diálogo.""}",NO_DIALOGO,resp_0a8cfd4afce023fc0069b0d616d1b08194bee1e6f57e362d46,false
11,HAY_DIALOGO,CF-0000282,structured_few_shot_rubric,gpt-5-mini,"{""label"":""NO_DIALOGO"",""confidence"":0.79,""rationale"":""Solo hay una solicitud de la asociación de padres a la DRE Apurímac y espera de respuesta; no se reportan reuniones, mesas de diálogo, negociaciones ni acuerdos.""}",NO_DIALOGO,resp_099cc64a1673f00c0069b0d61d9f148194bba1dbbd9a94c9e3,false
12,HAY_DIALOGO,CF-0000258,zero_shot_simple,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_08acba3e33121bb30069b0d62589e08190b9b6b582c64842eb,true
12,HAY_DIALOGO,CF-0000258,zero_shot_rubric,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_09ebf307866508ce0069b0d628d8fc81949915e4a5d4e19b6c,true
12,HAY_DIALOGO,CF-0000258,few_shot,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0d6fef86f48815230069b0d62d2c8081939031a1242bff7691,true
12,HAY_DIALOGO,CF-0000258,structured_json,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.95,""rationale"":""Se suscribió un acta de entendimiento entre MINAM, gobierno regional y municipalidad y hay compromisos de convenio y asistencia técnica, lo que evidencia diálogo y coordinación entre las partes.""}",HAY_DIALOGO,resp_0876f83bbae005890069b0d636975c8195a672a720fbc85982,true
12,HAY_DIALOGO,CF-0000258,structured_few_shot_rubric,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.92,""rationale"":""Se suscribió un acta de entendimiento entre MINAM, Gobierno Regional Cusco y Municipalidad Provincial Cusco y se acuerda elaborar plan y convenio de cooperación; hay evidencia de diálogo/coordination activa.""}",HAY_DIALOGO,resp_000b91ca189ba8c90069b0d63e5b888193b4df39c7ebb4d514,true
13,HAY_DIALOGO,CF-0000044,zero_shot_simple,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0e936ea4a5d179060069b0d646b1788190af1abf3fe32ddb0a,true
13,HAY_DIALOGO,CF-0000044,zero_shot_rubric,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_04a2cc14e9ff1f410069b0d64938048196a2f069199517e7d0,true
13,HAY_DIALOGO,CF-0000044,few_shot,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_04bde37957d45dc10069b0d64c976c8193bee4d2a5755683b2,true
13,HAY_DIALOGO,CF-0000044,structured_json,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.95,""rationale"":""El 3 de noviembre se realizó una reunión entre la comunidad, la empresa minera y autoridades (SGSD‑PCM, MINEM, alcaldesa) donde se llegaron a acuerdos y se liberó el tránsito, evidenciando diálogo.""}",HAY_DIALOGO,resp_0a14ec6b471520410069b0d64ff9bc819792bc9f5fd3468566,true
13,HAY_DIALOGO,CF-0000044,structured_few_shot_rubric,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.95,""rationale"":""El 3 de noviembre se realizó una reunión entre la comunidad, la empresa Bambas y autoridades (SGSD‑PCM, OGGS‑MINEM, alcaldesa) en la que se lograron acuerdos y se liberó el tránsito, evidenciando un proceso de diálogo activo.""}",HAY_DIALOGO,resp_0c8e5a5c1055709d0069b0d65566488193b00351530c17a080,true
14,HAY_DIALOGO,CF-0000107,zero_shot_simple,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0035e2e82c1084cc0069b0d65a332081949d0af824ceae1f39,true
14,HAY_DIALOGO,CF-0000107,zero_shot_rubric,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0ad1e48d30dff5fb0069b0d65c4b7c819699cce59578de7939,true
14,HAY_DIALOGO,CF-0000107,few_shot,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0f03de5dd538f3770069b0d65e355c8195bbf95fe3a3abcec9,true
14,HAY_DIALOGO,CF-0000107,structured_json,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.95,""rationale"":""Reunión de mesa de trabajo con comunidad, empresa y autoridades donde se desarrolló diálogo y se alcanzaron acuerdos concretos.""}",HAY_DIALOGO,resp_0316300282d37e660069b0d660befc8193b871c85f158a9726,true
14,HAY_DIALOGO,CF-0000107,structured_few_shot_rubric,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.93,""rationale"":""Se realizó una reunión de mesa de trabajo con comuneros, empresa y autoridades, y se alcanzaron acuerdos (seguimiento, informes, reprogramación campaña médica), evidenciando diálogo activo.""}",HAY_DIALOGO,resp_0d2266a937a606d60069b0d666b5f88197a75d1e92c1254e65,true
15,HAY_DIALOGO,CF-0000304,zero_shot_simple,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_012f4e90b4f5d7780069b0d66b10848194bde92a3258f7d496,true
15,HAY_DIALOGO,CF-0000304,zero_shot_rubric,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0cdf81f3c79a67450069b0d66fd0ec8196812a42b04888361a,true
15,HAY_DIALOGO,CF-0000304,few_shot,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0e1fd9209e7aa5550069b0d673a01481908079b269cbd5d0cd,true
15,HAY_DIALOGO,CF-0000304,structured_json,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.85,""rationale"":""Se menciona una mesa técnica y acuerdos registrados en actas defensoriales, con seguimiento de la Defensoría, lo que evidencia diálogo y compromisos entre las partes.""}",HAY_DIALOGO,resp_026e34c3f53716fd0069b0d67c176c8194bf9e119eef34eb62,true
15,HAY_DIALOGO,CF-0000304,structured_few_shot_rubric,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.9,""rationale"":""Se menciona explícitamente el 'seguimiento acuerdos mesa técnica', 'compromisos registrados actas defensoriales' y la intervención/visita de la Defensoría, lo que indica un proceso de diálogo activo.""}",HAY_DIALOGO,resp_0bb97e304ba6d7f90069b0d683ceb881958db8431b95bf9b7b,true
16,HAY_DIALOGO,CF-0000029,zero_shot_simple,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0274cb65dc2cde030069b0d6899ac08194b6bb3957257d7653,true
16,HAY_DIALOGO,CF-0000029,zero_shot_rubric,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_04e52bf8510aee960069b0d68cbee0819395235ee1383b15e5,true
16,HAY_DIALOGO,CF-0000029,few_shot,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0381c83c67a1d24e0069b0d68e801081909be92f767d0a1705,true
16,HAY_DIALOGO,CF-0000029,structured_json,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.95,""rationale"":""Se celebró una mesa de diálogo virtual entre la empresa y la comunidad con facilitación estatal; las partes alcanzaron acuerdos y programaron próxima reunión.""}",HAY_DIALOGO,resp_00a2e8fa8fb8b63e0069b0d690bb8c8196bbb4f32ca6fcab57,true
16,HAY_DIALOGO,CF-0000029,structured_few_shot_rubric,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.95,""rationale"":""Se realizó una mesa de diálogo virtual entre la empresa y la comunidad, llegaron a acuerdos sobre el monto de inversión y programaron próxima reunión.""}",HAY_DIALOGO,resp_0b97fe42550f79790069b0d695de7c819694bd074a6e2cb657,true
17,HAY_DIALOGO,CF-0000351,zero_shot_simple,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0e8ddf6e1f9329240069b0d699c4f88194b79a61997a161374,true
17,HAY_DIALOGO,CF-0000351,zero_shot_rubric,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0bbf54600370af990069b0d69c9a648190975d85b992eedda4,true
17,HAY_DIALOGO,CF-0000351,few_shot,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_02beeaa7bba75fa40069b0d69f677c81959bae3249bd1f4e13,true
17,HAY_DIALOGO,CF-0000351,structured_json,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.92,""rationale"":""Sesión multisectorial con participación del Frente de Defensa, autoridades locales y representantes del Ejecutivo que conformaron subgrupos y agenda común, lo que evidencia diálogo.""}",HAY_DIALOGO,resp_0a62cb7d4e72b2aa0069b0d6a2f1108194b73a00248ed45275,true
17,HAY_DIALOGO,CF-0000351,structured_few_shot_rubric,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.96,""rationale"":""Se realizó la primera sesión de una mesa técnica con participación de autoridades y del frente, se conformaron subgrupos y se programó próxima reunión, evidenciando un proceso de diálogo activo.""}",HAY_DIALOGO,resp_0ca81d9c6fc5b9370069b0d6ace7cc8190bace2115fa1310b6,true
18,HAY_DIALOGO,CF-0000311,zero_shot_simple,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0d81b131437b636f0069b0d6b22ea08196af62f7b0c17f94d5,true
18,HAY_DIALOGO,CF-0000311,zero_shot_rubric,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0e3d8261a231d81d0069b0d6b4e5c48194a61822ff855c55e6,true
18,HAY_DIALOGO,CF-0000311,few_shot,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0170a4eeb0522a530069b0d6b6c7988197acf6343fd7dd0e77,true
18,HAY_DIALOGO,CF-0000311,structured_json,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.95,""rationale"":""Se describen reuniones de mesa de diálogo facilitadas por OGGS-MINEM donde se establecieron acuerdos y se programaron próximas sesiones.""}",HAY_DIALOGO,resp_0e24f914b62562130069b0d6ba863c8195a422deba49b7121f,true
18,HAY_DIALOGO,CF-0000311,structured_few_shot_rubric,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.95,""rationale"":""Se reanudó la mesa de diálogo con reuniones facilitadas por OGGS-MINEM, se alcanzaron acuerdos y se programaron próximas reuniones.""}",HAY_DIALOGO,resp_01793e3e87d9b3960069b0d6bf9ff88195a7713fbbe1694bfd,true
19,HAY_DIALOGO,CF-0000099,zero_shot_simple,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0ab1b3b7fbe7248d0069b0d6c578408197ab94b8be4a39549d,true
19,HAY_DIALOGO,CF-0000099,zero_shot_rubric,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0493cc6fa1f29e560069b0d6c834d081948dfd93f182a492c9,true
19,HAY_DIALOGO,CF-0000099,few_shot,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_007dfeed30866ea10069b0d6cae62c8190b0ad27455fc06e79,true
19,HAY_DIALOGO,CF-0000099,structured_json,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.95,""rationale"":""Se registra una reunión de mesa técnica con acuerdos, compromisos y coordinación entre autoridades, organizaciones indígenas y el sector Educación, además de convocatorias y envío de información, lo que evidencia diálogo.""}",HAY_DIALOGO,resp_0c1879c1e8ef43cd0069b0d6ce3af48190914a19ba01afe441,true
19,HAY_DIALOGO,CF-0000099,structured_few_shot_rubric,gpt-5-mini,"{""label"":""HAY_DIALOGO"",""confidence"":0.95,""rationale"":""Segunda reunión de mesa técnica con acuerdos concretos, compromisos de remisión de expedientes, solicitudes de información y programación de próximas mesas con participación institucional, lo que evidencia diálogo activo.""}",HAY_DIALOGO,resp_01b51f66d923a2720069b0d6d331dc81939cd74a39680ef3bb,true
20,HAY_DIALOGO,CF-0000142,zero_shot_simple,gpt-5-mini,HAY_DIALOGO,HAY_DIALOGO,resp_0422e5506d46fb4a0069b0d6d954848194b56a0c2b6fe0a6f6,true
20,HAY_DIALOGO,CF-0000142,zero_shot_rubric,gpt-5-mini,NO_DIALOGO,NO_DIALOGO,resp_0ad63a1db532c1eb0069b0d6e5fbd881908757a9b5310d8fb5,false
20,HAY_DIALOGO,CF-0000142,few_shot,gpt-5-mini,NO_DIALOGO,NO_DIALOGO,resp_023788274136d9e80069b0d6ea70a08197b07e5ceb19b9b36f,false
